image_name,card_set,card_number,rarity,card_name,other_names,card_type,attribute,types,race_type,ability_type,level,atk_def,atk,def,password,status,effect_types,ritual_required,property,ritual_monster_required,pendulum_scale,rank,link_arrows,atk_link,atk_link_val,link_rating,other_names_japanese,summoned_by_the_effect_of
DREV-EN029 UR.png,Duelist Revolution,DREV-EN029,Ultra Rare,Naturia Bamboo Shoot,NA,Monster,EARTH,Plant / Effect,Plant,Effect,5,2000 / 2000,2000,2000,20174189,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIRA-EN056 UR.png,Rising Rampage,RIRA-EN056,Ultra Rare,Fortune Lady Calling,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,27895597,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOB-017 C.png,Legend of Blue Eyes White Dragon,LOB-017,Common,Monster Egg,NA,Monster,EARTH,Warrior,Warrior,NA,3,600 / 900,600,900,36121917,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABPF-EN088 ScR.png,Absolute Powerforce,ABPF-EN088,Secret Rare,Earthbound Linewalker,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,4,1200 / 1900,1200,1900,67987302,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRV-EN026 C.png,Cybernetic Revolution,CRV-EN026,Common,Des Frog,NA,Monster,WATER,Aqua / Effect,Aqua,Effect,5,1900 / 0,1900,0,84451804,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOCS-EN030 C.png,Dimension of Chaos,DOCS-EN030,Common,Igknight Cavalier,NA,Monster,FIRE,Warrior / Pendulum,Warrior,Pendulum,5,2400 / 1200,2400,1200,67273917,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Pendulum Effect ', 'Ignition-like']",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
BLVO-EN075 C.png,Blazing Vortex,BLVO-EN075,Common,Virtual World Gate - Xuanwu,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,18249921,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick-like', 'Quick-like', 'Condition', 'Condition']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHSW-EN075 SR.png,Photon Shockwave,PHSW-EN075,Super Rare,Darklight,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,29876529,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Cost', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSV-070 C.png,Pharaoh's Servant,PSV-070,Common,Ground Collapse,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,90502999,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous-like'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORE-EN021 ScR.png,Clash of Rebellions,CORE-EN021,Secret Rare,The Black Stone of Legend,NA,Monster,DARK,Dragon / Effect,Dragon,Effect,1,0 / 0,0,0,66574418,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSOC-EN053 C.png,Crossroads of Chaos,CSOC-EN053,Common,Poison Chain,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,33302407,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger-like'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROTD-EN086 UR.png,Rise of the Duelist,ROTD-EN086,Ultra Rare,Wynn the Wind Channeler,NA,Monster,WIND,Spellcaster / Effect,Spellcaster,Effect,5,1850 / 1500,1850,1500,86395581,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Ignition', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIBR-EN079 UR.png,Circuit Break,CIBR-EN079,Ultra Rare,Broken Line,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,88086137,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Counter,NA,NA,NA,NA,NA,NA,NA,NA,NA
LON-068 C.png,Labyrinth of Nightmare,LON-068,Common,Aqua Spirit,NA,Monster,WATER,Aqua / Effect,Aqua,Effect,4,1600 / 1200,1600,1200,40916023,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Summoning condition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYHO-EN020 C.png,Cybernetic Horizon,CYHO-EN020,Common,Cosmo Brain,NA,Monster,DARK,Spellcaster / Effect,Spellcaster,Effect,7,1500 / 2450,1500,2450,85679527,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Summoning condition', 'Continuous', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DREV-EN000 SR.png,Duelist Revolution,DREV-EN000,Super Rare,Scrap Archfiend,NA,Monster,EARTH,Fiend / Synchro,Fiend,Synchro,7,2700 / 1800,2700,1800,45815891,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DREV-EN078 C.png,Duelist Revolution,DREV-EN078,Common,Anti-Magic Prism,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,20138923,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
RDS-EN041 R.png,Rise of Destiny,RDS-EN041,Rare,Machine Duplication,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,63995093,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYHO-EN048 R.png,Cybernetic Horizon,CYHO-EN048,Rare,Reprodocus,NA,Monster,EARTH,Dinosaur / Link / Effect,Dinosaur,Link,NA,NA,NA,NA,34989413,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition']",NA,NA,NA,NA,NA,"Top-Center,  Bottom-Center",800 / 2,800,2,NA,NA
TSHD-EN082 R.png,The Shining Darkness,TSHD-EN082,Rare,Koa'ki Meiru Prototype,NA,Monster,EARTH,Rock / Effect,Rock,Effect,4,1800 / 1800,1800,1800,00176392,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUEA-EN045 C.png,Duelist Alliance,DUEA-EN045,Common,Deskbot 001,NA,Monster,EARTH,Machine / Tuner / Effect,Machine,Tuner,1,500 / 500,500,500,94693857,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFP2-EN043 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN043,Ultra Rare,Rookie Warrior Lady,NA,Monster,EARTH,Warrior / Effect,Warrior,Effect,3,1000 / 800,1000,800,86028783,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTDN-EN089 R.png,Phantom Darkness,PTDN-EN089,Rare,"Aztekipede, the Worm Warrior",NA,Monster,EARTH,Insect / Effect,Insect,Effect,4,1900 / 400,1900,400,75081613,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Summoning condition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLVO-EN030 C.png,Blazing Vortex,BLVO-EN030,Common,Fairy Archer Ingunar,NA,Monster,EARTH,Plant / Effect,Plant,Effect,6,2400 / 1200,2400,1200,44451698,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRD-065 UR.png,Metal Raiders,MRD-065,Ultra Rare,Time Wizard,NA,Monster,LIGHT,Spellcaster / Effect,Spellcaster,Effect,2,500 / 400,500,400,71625222,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Ignition'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DANE-EN087 UR.png,Dark Neostorm,DANE-EN087,Ultra Rare,Valkyrie Erda,NA,Monster,LIGHT,Fairy / Effect,Fairy,Effect,8,2000 / 2200,2000,2200,83705073,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Unclassified', 'Continuous', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTDN-EN092 R.png,Phantom Darkness,PTDN-EN092,Rare,Dark-Eyes Illusionist,NA,Monster,DARK,Spellcaster / Flip / Effect,Spellcaster,Flip,2,0 / 1400,0,1400,38247752,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Flip'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DREV-EN077 UR.png,Duelist Revolution,DREV-EN077,Ultra Rare,Solemn Warning,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,84749824,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Cost', 'Effect']",NA,Counter,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHSP-EN085 SR.png,Shadow Specters,SHSP-EN085,Super Rare,Noble Knight Borz,NA,Monster,LIGHT,Warrior / Effect,Warrior,Effect,4,1700 / 900,1700,900,47120245,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Continuous', 'Continuous', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LON-096 C.png,Labyrinth of Nightmare,LON-096,Common,Bait Doll,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,07165085,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOC-066 C.png,Invasion of Chaos,IOC-066,Common,Gora Turtle of Illusion,NA,Monster,WATER,Aqua / Effect,Aqua,Effect,4,1200 / 1400,1200,1400,42868711,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOTB-EN031 SR.png,Force of the Breaker,FOTB-EN031,Super Rare,Soul of Fire,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,95026693,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIFO-EN099 C.png,Dimension Force,DIFO-EN099,Common,V-LAN Hydra,NA,Monster,LIGHT,Cyberse / Link / Effect,Cyberse,Link,NA,NA,NA,NA,13536606,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,"Top-Center,  Middle-Left,  Bottom-Center",1900 / 3,1900,3,NA,NA
BLVO-EN052 C.png,Blazing Vortex,BLVO-EN052,Common,Armed Dragon Blitz,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,61606250,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD-100 C.png,Pharaonic Guardian,PGD-100,Common,Rite of Spirit,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,30450531,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXFO-EN021 C.png,Extreme Force,EXFO-EN021,Common,"World Legacy - ""World Shield""",NA,Monster,DARK,Machine / Effect,Machine,Effect,6,0 / 3000,0,3000,55787576,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Continuous', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIFO-EN021 C.png,Dimension Force,DIFO-EN021,Common,Symphonic Warrior DJJ,NA,Monster,WIND,Machine / Pendulum / Effect,Machine,Pendulum,4,1200 / 1200,1200,1200,70204022,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Pendulum Effect ', 'Ignition-like', 'Trigger-like', 'Condition', 'Monster Effect', 'Trigger', 'Condition']",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
MRD-118 R.png,Metal Raiders,MRD-118,Rare,Bladefly,NA,Monster,WIND,Insect / Effect,Insect,Effect,2,600 / 700,600,700,28470714,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOB-095 R.png,Legend of Blue Eyes White Dragon,LOB-095,Rare,Stop Defense,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,63102017,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
STON-EN019 C.png,Strike of Neos,STON-EN019,Common,"Gren, Tactician of Dark World",NA,Monster,DARK,Fiend / Effect,Fiend,Effect,2,300 / 500,300,500,51232472,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFP2-EN012 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN012,Ultra Rare,The Chorus in the Sky,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,64927055,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAST-EN030 C.png,Savage Strike,SAST-EN030,Common,Aloof Lupine,NA,Monster,DARK,Beast / Effect,Beast,Effect,4,1700 / 300,1700,300,92998610,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLAS-EN066 C.png,Gladiator's Assault,GLAS-EN066,Common,Rain Storm,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,45653036,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOB-041 SP.png,Legend of Blue Eyes White Dragon,LOB-041,Short Print,Beast Fangs,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,46009906,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous-like'],NA,Equip,NA,NA,NA,NA,NA,NA,NA,NA,NA
STON-EN057 SR.png,Strike of Neos,STON-EN057,Super Rare,Birthright,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,35539880,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Continuous-like', 'Continuous-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOFU-EN050 R.png,Soul Fusion,SOFU-EN050,Rare,Cynet Fusion,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,65801012,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETCO-EN094 C.png,Eternity Code,ETCO-EN094,Common,Performapal Turn Trooper,NA,Monster,LIGHT,Warrior / Effect,Warrior,Effect,4,1200 / 1200,1200,1200,00220414,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition', 'Trigger', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FET-EN030 C.png,Flaming Eternity,FET-EN030,Common,Whirlwind Prodigy,NA,Monster,WIND,Fairy / Effect,Fairy,Effect,4,1500 / 1600,1500,1600,15090429,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Unclassified'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCR-002 C.png,Dark Crisis,DCR-002,Common,Nin-Ken Dog,NA,Monster,WIND,Beast-Warrior,Beast-Warrior,NA,4,1800 / 1000,1800,1000,11987744,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SECE-EN059 ScR.png,Secrets of Eternity,SECE-EN059,Secret Rare,Nephe Shaddoll Fusion,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,60226558,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect', 'Ignition-like', 'Condition']",NA,Equip,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFP2-EN166 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN166,Ultra Rare,Fossil Fusion,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,59419719,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Trigger-like', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSV-040 R.png,Pharaoh's Servant,PSV-040,Rare,Morphing Jar #2,NA,Monster,EARTH,Rock / Effect,Rock,Effect,3,800 / 700,800,700,79106360,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Flip'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABPF-EN077 SR.png,Absolute Powerforce,ABPF-EN077,Super Rare,Tuner's Scheme,Piano Tuner's Conspiracy,Trap,NA,NA,NA,NA,NA,NA,NA,NA,70284332,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect', 'Continuous-like', 'Continuous-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRD-119 C.png,Metal Raiders,MRD-119,Common,Lady of Faith,NA,Monster,LIGHT,Spellcaster,Spellcaster,NA,3,1100 / 800,1100,800,17358176,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NECH-EN035 R.png,The New Challengers,NECH-EN035,Rare,Unmasked Dragon,NA,Monster,FIRE,Wyrm / Effect,Wyrm,Effect,3,1400 / 1100,1400,1100,24218047,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIFO-EN040 UR.png,Dimension Force,DIFO-EN040,Ultra Rare,Skeletal Dragon Felgrand,NA,Monster,LIGHT,Zombie / Synchro / Effect,Zombie,Synchro,8,2800 / 2800,2800,2800,65187687,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABYR-EN091 C.png,Abyss Rising,ABYR-EN091,Common,Rage of the Deep Sea,NA,Monster,WATER,Fish / Effect,Fish,Effect,5,0 / 0,0,0,73778008,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBLZ-EN055 SR.png,Cosmo Blazer,CBLZ-EN055,Super Rare,Gagagadraw,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,21831848,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORCS-EN005 R.png,Order of Chaos,ORCS-EN005,Rare,ZW - Unicorn Spear,NA,Monster,LIGHT,Beast / Effect,Beast,Effect,4,1900 / 0,1900,0,76080032,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Continuous-like', 'Continuous-like', 'Unclassified']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGO-EN029 PGR.png,Maximum Gold,MAGO-EN029,Premium Gold Rare,Stardust Charge Warrior,NA,Monster,WIND,Warrior / Synchro / Effect,Warrior,Synchro,6,2000 / 1300,2000,1300,64880894,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EOJ-EN053 R.png,Enemy of Justice,EOJ-EN053,Rare,D - Time,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,99075257,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOCS-EN060 SR.png,Dimension of Chaos,DOCS-EN060,Super Rare,Majespecter Cyclone,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,49366157,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Cost', 'Effect']",NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
NECH-EN007 R.png,The New Challengers,NECH-EN007,Rare,Shopina the Melodious Maestra,NA,Monster,LIGHT,Fairy / Effect,Fairy,Effect,7,2300 / 1700,2300,1700,05908650,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLOD-EN049 SR.png,Flames of Destruction,FLOD-EN049,Super Rare,Wind-Up Zenmaintenance,NA,Monster,LIGHT,Machine / Link / Effect,Machine,Link,NA,NA,NA,NA,01735088,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition', 'Trigger', 'Ignition']",NA,NA,NA,NA,NA,"Bottom-Left,  Bottom-Right",1800 / 2,1800,2,NA,NA
BLVO-EN001 ScR.png,Blazing Vortex,BLVO-EN001,Secret Rare,Armed Dragon Thunder LV10,NA,Monster,WIND,Dragon / Effect,Dragon,Effect,10,3000 / 2000,3000,2000,58153103,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Continuous', 'Continuous', 'Continuous', 'Quick', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGAS-EN026 SR.png,Ignition Assault,IGAS-EN026,Super Rare,Jack-o-Bolan,NA,Monster,FIRE,Zombie / Effect,Zombie,Effect,7,1500 / 2200,1500,2200,36016907,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Quick', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENF-EN078 R.png,Generation Force,GENF-EN078,Rare,Attention!,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,85352446,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVAL-EN077 C.png,Legacy of the Valiant,LVAL-EN077,Common,The Monarchs Awaken,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,26822796,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOD-021 C.png,Legacy of Darkness,LOD-021,Common,Mysterious Guard,NA,Monster,EARTH,Spellcaster / Flip / Effect,Spellcaster,Flip,3,800 / 1200,800,1200,01347977,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Flip'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FET-EN005 UR.png,Flaming Eternity,FET-EN005,Ultra Rare,Sacred Phoenix of Nephthys,NA,Monster,FIRE,Winged Beast / Effect,Winged Beast,Effect,8,2400 / 1600,2400,1600,61441708,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEN-EN001 C.png,Elemental Energy,EEN-EN001,Common,"Zure, Knight of Dark World",NA,Monster,DARK,Fiend,Fiend,NA,4,1800 / 1500,1800,1500,07459013,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANPR-EN082 UR.png,Ancient Prophecy,ANPR-EN082,Ultra Rare,Koa'ki Meiru Ghoulungulate,NA,Monster,EARTH,Zombie / Effect,Zombie,Effect,5,2500 / 1700,2500,1700,05817857,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Maintenance cost', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOC-002 C.png,Invasion of Chaos,IOC-002,Common,Ojama Black,NA,Monster,LIGHT,Beast / Normal,Beast,Normal,2,0 / 1000,0,1000,79335209,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHVI-EN053 SR.png,Shining Victories,SHVI-EN053,Super Rare,Raidraptor - Ultimate Falcon,NA,Monster,DARK,Winged Beast / Xyz / Effect,Winged Beast,Xyz,NA,3500 / 2000,3500,2000,86221741,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Ignition', 'Trigger']",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
LIOV-EN069 C.png,Lightning Overdrive,LIOV-EN069,Common,Judgment of the Branded,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,93595154,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Quick-like', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRMS-EN084 SR.png,Crimson Crisis,CRMS-EN084,Super Rare,Alien Kid,NA,Monster,LIGHT,Reptile / Effect,Reptile,Effect,4,1600 / 700,1600,700,64160836,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TDGS-EN042 UR.png,The Duelist Genesis,TDGS-EN042,Ultra Rare,Goyo Guardian,NA,Monster,EARTH,Warrior / Synchro / Effect,Warrior,Synchro,6,2800 / 2000,2800,2000,07391448,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETCO-EN018 C.png,Eternity Code,ETCO-EN018,Common,Lantern Shark,NA,Monster,WATER,Fish / Effect,Fish,Effect,4,1500 / 900,1500,900,70156946,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition', 'Unclassified']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFC-079 C.png,Magician's Force,MFC-079,Common,Magical Merchant,NA,Monster,LIGHT,Insect / Flip / Effect,Insect,Flip,1,200 / 700,200,700,32362575,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Flip'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD-012 C.png,Pharaonic Guardian,PGD-012,Common,Servant of Catabolism,NA,Monster,LIGHT,Aqua / Effect,Aqua,Effect,3,700 / 500,700,500,02792265,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTGY-EN080 SP.png,Lord of the Tachyon Galaxy,LTGY-EN080,Short Print,Dragoncarnation,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,05325424,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
